jurisid_2019,statefp_2019,countyfp_2019,placefp_2019,stcofip_2019,full_fip_2019,basename_2019,county_name_2019,state_name_2019,region_2019,metro_nllus_2019,metro_nllus_id_2019,cbsa13_code_2019,cbsa13_name_2019,cbsa03_name_2019,s2019_dummy_2019,s2003_dummy_2019,s0319_dummy_2019,juristype_2019,summlevel_2019,summlevel2_2019,lsad_code_2019,city_cty_merge_2019,pop14_2019,pop17_2019,pop03_2019,landsqmi_2019,cbsa_sqmi_2019,sampleflag_2019,pilot_dummy_2019,survey_status_pilot_2019,status1_2019,status2_2019,respo_flag_2019,startdate_2019,enddate_2019,status_2019,progress_2019,durationinseconds_2019,finished_2019,recordeddate_2019,responseid_2019,distributionchannel_2019,userlanguage_2019,respojuris_2019,respostate_2019,respozip_2019,srjuristype_2019,resporole_2019,respootherrole_2019,respotitle_2019,respoothertitle_2019,respojuris_p_2019,respodept_p_2019,respodept_othertextp_2019,resporole_p_2019,respootherrolep_2019,jurisplan_dummy_2019,ext_plan_dummy_2019,ext_plan_juris_2019,ext_plan_title_2019,juris_masterplan_dummy_2019,mp_update_yr_2019,zo_dummy_2019,zo_alt_dummy_2019,zo_update_yr_2019,dupernacre_max_2019,hyp_densit_test_2019,hudcomp_perm_dummy_2019,hudcomp_temp_dummy_2019,tinyhome_dummy_2019,mobilehome_dummy_2019,rv_dummy_2019,min_dusize_sf_2019,adu_permit_2019,adu_permit2_2019,min_dusize_mf_2019,min_osparking_mf_2019,ugb_dummy_2019,growthmgmnt_dummy_2019,gm_popgrowthperyr_dummy_2019,gm_bpperyr_dummy_2019,gm_popgrowthperyr_2019,gm_bpperyr_2019,gm_ahexempt_2019,moratorium_2019,morat_body_2019,morat_applies_2019,morat_ahexempt_2019,if_dummy_2019,if_casebycase_2019,if_formula_dummy_2019,if_sqft_dummy_2019,if_unittype_dummy_2019,if_br_dummy_2019,if_impsurfacearea_dummy_2019,if_lotsize_dummy_2019,if_yn_2019,if_dpersqft_2019,if_dforsf_2019,if_dformf_2019,if_dnobr_2019,if_donebr_2019,if_dtwobr_2019,if_dthreebr_2019,if_dimpsurfacearea_2019,if_dlotarea_2019,if_appl_school_2019,if_appl_storm_2019,if_appl_transit_2019,if_appl_pubsafe_2019,if_appl_water_2019,if_appl_parks_2019,if_appl_waste_2019,if_appl_ah_2019,if_appl_other_2019,if_appl_othertext_2019,apfo_dummy_2019,apfo_school_dummy_2019,apfo_storm_dummy_2019,apfo_transit_dummy_2019,apfo_pubsafe_dummy_2019,apfo_water_dummy_2019,apfo_waste_dummy_2019,apfo_parks_dummy_2019,apfo_other_dummy_2019,apfo_othertext_2019,extinput_schools_2019,extinput_stormwater_2019,extinput_water_2019,extinput_hwyrds_2019,extinput_transit_2019,extinput_parks_2019,extinput_police_2019,extinput_fire_2019,ah_req_dummy_2019,pct_ah_req_2019,min_sfdu_ah_2019,min_mfdu_ah_2019,ah_fee_2019,ah_mix_design_2019,ah_quality_2019,number_ah_dus_2019,ah_noexmpt_2019,ah_bonusdens_2019,ah_buildenv_2019,ah_mindusize_2019,ah_adu_2019,ah_parking_2019,ah_ifwaiver_2019,ah_fasttrack_2019,ah_other_2019,ah_othertext_2019,ah_linkfee_2019,ah_tf_dummy_2019,ah_tf_fed_2019,ah_tf_lgov_2019,ah_tf_locrev_2019,lup_past_knowledge_2019,past_sf_amt_2019,past_sf_extent_2019,past_sf_densit_2019,past_mf_amt_2019,past_mf_undevamt_2019,past_mf_densit_2019,past_fees_2019,past_timereq_2019,past_numstaff_2019,past_extinvolve_2019,comments_2019,pilot_feedback_dummy_2019,pilot_srduration_2019,pilot_qreform_2019,pilot_qreform_text_2019,pilot_suggestions_2019,resp_nonresp_2019,apfo_other_dummySTR_2019,apfotc_2019,apfo_schooltc_2019,apfo_stormtc_2019,apfo_transittc_2019,apfo_pubsafetc_2019,apfo_watertc_2019,apfo_wastetc_2019,apfo_parkstc_2019,ah_otherSTR_2019,ah_noexmpttc_2019,ah_bondenstc_2019,ah_bldenvtc_2019,ah_mindusizetc_2019,ah_adutc_2019,ah_parkingtc_2019,ah_ifwaivertc_2019,ah_faskttracktc_2019,ah_linkfeetc_2019,ah_tftc_2019,ah_tf_fedtc_2019,ah_tf_lgovtc_2019,ah_tf_locrevtc_2019,if_pubsafetc_2019,if_parkstc_2019,if_othertc_2019,rotitle_tc_2019,rtitle_tc_2019,resporoletc_2019,if_schooltc_2019,if_stormtc_2019,if_transittc_2019,if_watertc_2019,if_wastetc_2019,if_ahtc_2019,jurisbin,popbin
"3615011","36","029","15011","36029","3602915011","Cheektowaga","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,88590.31200000001,87484,"Pop. 50,000-99,999",29.423,1565.052,0,0,"","Finished Survey","Finished Survey",1,07feb2019 12:07:04,13feb2019 12:44:12,0,100,520627,1,13feb2019 12:44:13,"R_sSF5NnhCm1bLj69","email","EN","Town of Cheektowaga","New York","14227",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,.s,1,.n,,3,1,1,1,0,1,0,3,3,2,1,2,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,4,4,2,4,4,4,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,3,2,2,2,2,2,2,2,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,3
"3615825","36","029","15825","36029","3602915825","Clarence","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,30799.658,31954,"Pop. 20,000-49,999",53.503,1565.052,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:38:44,10jan2019 13:47:20,0,100,515,1,10jan2019 13:47:20,"R_4HMD9J0q9gK2yMF","email","EN","Town of Clarence","New York","14031",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,2,1,.n,14,3,2,1,0,0,1,0,3,2,.n,4,3,0,1,0,1,.s,.s,0,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",1,1,0,0,1,1,1,0,0,".n",2,4,4,4,2,4,2,3,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,3,1,1,2,1,1,1,3,2,2,2,"",,,,"","",1,"",1,1,0,0,1,1,1,0,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"3620313","36","029","20313","36029","3602920313","Depew","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","",1,0,0,"village","160","160",47,0,15366.191,15283,"",5.074,,0,0,"","Finished Survey","Finished Survey",1,12feb2019 13:01:48,12feb2019 13:36:03,0,100,2054,1,12feb2019 13:36:03,"R_baABj5KuolHaMZr","email","EN","Village of Depew","NY","14043",1,2,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,7,1,.n,7,1,2,1,0,0,0,0,2,1,.n,3,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,0,0,0,0,1,1,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,3,3,1,2,2,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,1,1,2,1,1,1,3,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,0,1,0,".n",2,2,0,0,0,0,1,0,1,1
"3621589","36","029","21589","36029","3602921589","East Aurora","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160","160",47,0,6261.75,6230,"Pop. <20,000",2.512,,,0,"","Partially Completed Survey","Partially Completed Survey",1,11jan2019 06:43:51,11jan2019 06:48:49,0,33,297,0,11feb2019 06:43:59,"R_u23KBmwGgeHlCuZ","email","EN","East Aurora Village","NY","14052",1,4,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,15,1,.n,1,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s","Skipped","Skipped","Skipped",".s",".s",".s",".s",".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,"Skipped",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".n",1,4,.s,.s,.s,.s,.s,.s,1,1
"3623415","36","029","23415","36029","3602923415","Eden","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"town","160","060",43,0,7719.746,7692,"Pop. <20,000",39.79,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3624130","36","029","24130","36029","3602924130","Elma","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,11363.731,11735,"Pop. <20,000",34.517,1565.052,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3624801","36","029","24801","36029","3602924801","Evans","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,16423.539,16284,"Pop. <20,000",41.53,1565.052,0,0,"","Finished Survey","Finished Survey",1,01feb2019 08:52:16,12feb2019 14:02:43,0,100,969026,1,12feb2019 14:02:43,"R_3KVKqMaYRd2Ced3","email","EN","Town of Evans","NY","14006",3,1,"Not Applicable",4,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,13,2,2,1,0,0,1,0,3,2,.n,3,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,3,3,3,2,2,3,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",4,1,.n,.n,.n,.n,.n,.n,1,1
"3625428","36","029","25428","36029","3602925428","Farnham","Erie County","NY","Northeast","",,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160",".",,0,383.577,,"Pop. <20,000",1.207,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3629828","36","029","29828","36029","3602929828","Grand Island","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,20458.131,20855,"Pop. <20,000",28.273,1565.052,0,0,"","Finished Survey","Finished Survey",1,25jan2019 13:31:02,25jan2019 13:54:08,0,100,1385,1,25jan2019 13:54:10,"R_1zFDuaxEdO6EArD","email","EN","Town of Grand Island","New York","14072",3,2,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,5,2,1,1,0,0,0,0,1,2,.n,1,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,1,0,0,1,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",4,3,2,2,1,1,2,3,0,.n,.n,.n,.n,.n,.n,.n,0,1,1,0,0,0,0,0,0,".n",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",0,1,1,0,0,0,0,0,0,2,.n,.n,.n,0,1,0,".n",1,2,0,1,0,1,0,0,1,2
"3631643","36","029","31643","36029","3602931643","Hamburg","Erie County","NY","Northeast","",,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160",".",,0,9447.852999999999,,"Pop. <20,000",2.486,,,0,"","No Email","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",4,,,,,,,,1,1
"3631654","36","029","31654","36029","3602931654","Hamburg","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,57171.106,58147,"Pop. 20,000-49,999",41.321,1565.052,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:45:50,10jan2019 13:56:34,0,100,643,1,10jan2019 13:56:34,"R_1eRXIarvgo4BE1E","email","EN","Hamburg","NY","14075",3,1,"Not Applicable",4,"Not Applicable","",,"",,"",1,.n,".n",".n",1,19,1,.n,1,2,1,1,0,0,1,0,2,2,.n,4,6,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,3,3,3,1,1,1,1,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,1,2,1,1,3,2,2,2,2,"",,,,"","",1,"",.n,.n,.n,.n,.n,.n,.n,.n,"",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,3
"3635122","36","029","35122","36029","3602935122","Holland","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"town","160","060",43,0,3415.044,3382,"Pop. <20,000",35.79,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3639232","36","029","39232","36029","3602939232","Kenmore","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"village","160","160",47,0,15486.686,15319,"Pop. <20,000",1.435,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3640189","36","029","40189","36029","3602940189","Lackawanna","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"city","160","060",25,0,18215.91,18012,"Pop. <20,000",6.571,1565.052,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3641135","36","029","41135","36029","3602941135","Lancaster","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","",1,0,0,"village","160","160",47,0,10394.747,10207,"",2.698,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3641146","36","029","41146","36029","3602941146","Lancaster","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","",1,0,0,"town","060","060",43,,41775.796,42942,"",37.703,1565.052,0,0,"","Partially Completed Survey","Partially Completed Survey",0,25jan2019 05:55:18,04feb2019 09:53:45,0,2,878307,0,18feb2019 07:10:54,"R_1GKb7WzDvQbUwOV","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,2
"3645601","36","029","45601","36029","3602945601","Marilla","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"town","160","060",43,0,5348.997,5389,"Pop. <20,000",27.505,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3650716","36","029","50716","36029","3602950716","Newstead","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"town","160","060",43,0,8629.486999999999,8722,"Pop. <20,000",50.759,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3651792","36","029","51792","36029","3602951792","North Collins","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160","160",47,0,1237.087,1303,"Pop. <20,000",.801,,,0,"","Finished Survey","Finished Survey",1,18jan2019 07:03:24,18jan2019 07:43:08,0,100,2383,1,18jan2019 07:43:08,"R_yEjedxqeZIHrnmp","email","EN","Village of North Collins","NY","14111",1,5,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,99999,1,1,1,0,0,0,0,3,2,.n,3,2,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",3,3,4,4,2,3,3,4,0,.n,.n,.n,.n,.n,.n,.n,0,0,0,0,0,0,0,0,1,"case-by-case basis",0,0,.n,.n,.n,2,2,2,2,2,2,2,2,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"Other incentives:",0,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,5,.n,.n,.n,.n,.n,.n,1,1
"3651803","36","029","51803","36029","3602951803","North Collins","Erie County","NY","Northeast","",,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"town","160",".",,,3537.548,,"Pop. <20,000",42.854,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3655266","36","029","55266","36029","3602955266","Orchard Park","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160","160",47,0,3259.404,3177,"Pop. <20,000",1.346,,,0,"","No Email","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,,,,,,,,1,1
"3655277","36","029","55277","36029","3602955277","Orchard Park","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,0,1,"town","060","060",43,0,29173.973,29545,"Pop. 20,000-49,999",38.44,1565.052,0,0,"","Finished Survey","Finished Survey",1,19jan2019 07:34:44,19jan2019 07:41:28,0,100,404,1,19jan2019 07:41:28,"R_V3hoqLOHCWRQjjb","email","EN","Town of Orchard Park","NY","14127",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,12,1,.n,1,2,0,.s,.s,.s,.s,.s,3,1,.n,4,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,4,4,2,2,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,2,2,2,2,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,1,2
"3670442","36","029","70442","36029","3602970442","Springville","Erie County","NY","Northeast","Buffalo",6,"15380","Buffalo-Cheektowaga-Niagara Falls, NY (Metro)","""Buffalo-Niagara Falls, NY MSA""",0,1,0,"village","160","160",47,0,4313.74,4333,"Pop. <20,000",3.672,,,0,"","Finished Survey","Finished Survey",1,31jan2019 05:26:41,31jan2019 05:47:20,0,100,1239,1,31jan2019 05:47:21,"R_1C8Z5I61tKLwkWg","email","EN","Village of Springville","NY","14141",1,2,"Not Applicable",5,"Code Enforcement Officer","",,"",,"",1,.n,".n",".n",1,4,1,.n,1,2,2,1,0,0,0,0,3,2,.n,4,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,4,4,1,1,1,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,3,1,2,3,2,2,2,"Currently investigating the ability to have permanent stick built tiny houses.
We have hundreds of acres of undeveloped land for residential use. Problem is the cost of getting the public sewer to those areas.",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,"Code Enforcement Officer",3,2,.n,.n,.n,.n,.n,.n,1,1
